ID,Reduced Composition,Z,True Composition,Ionic conductivity (S cm-1),IC (Total),IC (Bulk),Space group,Space group #,a,b,c,alpha,beta,gamma,Family,DOI,Checked,Ref,Cif ID,Cif ref_1,Cif ref_2,note,close match,close match DOI,ICSD ID,Laskowski ID,Liion ID,split,ic_reported,ic_is_upper_limit,ic_comparator,ic_limit,ic_half_limit,ic_exclude,log10_ic_limit,log10_ic_half_limit,log10_ic_exclude
3jh,Li3.25Ge0.25P0.75S4,24,Li78.0Ge6.0P18.0S96.0,0.0022,,,P21/m,11,13.395,22.979,18.1981,90.0,92.591,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,684.0,test,0.0022,False,,0.0022,0.0022,0.0022,-2.657577319177794,-2.657577319177794,-2.657577319177794
j3x,Li3.2Ge0.2P0.8S4,24,Li76.8Ge4.8P19.2S96.0,0.000555,,,P21/m,11,13.0981,24.201,12.2793,90.0,89.887,90.0,thio-LISICON,10.1149/1.1379028,0,D2 - 14,not available,,,,,,,14.0,,test,0.000555,False,,0.000555,0.000555,0.000555,-3.2557070168773237,-3.2557070168773237,-3.2557070168773237
s3r,Li4Al0.33Si0.33P0.33O4,2,Li8.0Al0.66Si0.66P0.66O8.0,3.25e-06,,,P21/m,11,5.1475,6.1779,5.3497,90.0,90.34,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,805.0,test,3.25e-06,False,,3.25e-06,3.25e-06,3.25e-06,-5.488116639021126,-5.488116639021126,-5.488116639021126
max,Li4.25Si0.75Al0.25O4,2,Li8.5Si1.5Al0.5O8.0,2.02e-08,,,P21/m,11,5.1496,6.1771,5.3424,90.0,90.3,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,807.0,test,2.02e-08,False,,2.02e-08,2.02e-08,2.02e-08,-7.694648630553377,-7.694648630553377,-7.694648630553377
k5y,Li3.75Si0.75P0.25O4,2,Li7.5Si1.5P0.5O8.0,5.54e-07,,,P21/m,11,5.1084,6.1126,5.302,90.0,90.34,90.0,LISICON,10.1021/acsami.6b14402,1,D1 - 568,not available,,,appendix: diffraction data available,,,,,808.0,test,5.54e-07,False,,5.54e-07,5.54e-07,5.54e-07,-6.2564902352715706,-6.2564902352715706,-6.2564902352715706
de5,Li3InCl6,2,Li6.0In2.0Cl12.0,0.00204,,,C2/m ,12,6.432,11.093,6.398,90.0,109.8,90.0,Halide,10.1002/anie.201909805,1,D2 - 20,done,89617-ICSD,ICSD 17638,partial occupancy corrected,,,89617.0,20.0,,test,0.00204,False,,0.00204,0.00204,0.00204,-2.6903698325741012,-2.6903698325741012,-2.6903698325741012
cfy,Li2P2S6,2,Li4.0P4.0S12.0,7.8e-11,,,C2/m ,12,11.11569,7.00704,6.52514,90.0,125.5717,90.0,thio-LISICON,10.1021/acs.inorgchem.7b00751,1,D2 - 21,done,CCDC 1546874,,,,,,21.0,,test,7.8e-11,False,,7.8e-11,7.8e-11,7.8e-11,-10.10790539730952,-10.10790539730952,-10.10790539730952
na5,Li3(Mo8S8O8(OH)8(HWO5(H2O)))*(H2O)18,2,Li6.0Mo16.0S16.0O80.0H94.0W2.0,3.8e-07,,,C2/m ,12,20.6754,11.1509,14.5769,90.0,133.865,90.0,Unknown,10.1002/1521-3765(20020118)8:2<349::aid-chem349>3.0.co;2-5,1,D2 - 23,done,412011-ICSD,,,,,412011.0,23.0,,test,3.8e-07,False,,3.8e-07,3.8e-07,3.8e-07,-6.42021640338319,-6.42021640338319,-6.42021640338319
elz,Li3YBr6,2,Li6.0Y2.0Br12.0,0.00192,,,C2/m ,12,6.9217,11.9096,6.9326,90.0,109.553,90.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29961.0,26.0,,test,0.00192,False,,0.00192,0.00192,0.00192,-2.7166987712964503,-2.7166987712964503,-2.7166987712964503
p81,LiAlCl4,4,Li4.0Al4.0Cl16.0,1e-06,,,P21/c,14,7.004,6.503,12.996,90.0,93.3,90.0,halides,10.1149/1.2133238,1,D2 - 32,done,35275-ICSD,,,,,35275.0,32.0,,test,1e-06,False,,1e-06,1e-06,1e-06,-6.0,-6.0,-6.0
ecp,LaLiO2,4,La4.0Li4.0O8.0,<1E-10,,,P21/c,14,5.874,6.2129,5.8481,90.0,102.453,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239278-ICSD,,,,,239278.0,36.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
me3,(La0.9Sr0.1)LiO2,4,La3.6Sr0.4Li4.0O8.0,6.29e-10,,,P21/c,14,5.8748,6.2152,5.8521,90.0,102.478,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239279-ICSD,,,,,239279.0,36.0,,test,6.29e-10,False,,6.29e-10,6.29e-10,6.29e-10,-9.201349354554731,-9.201349354554731,-9.201349354554731
zs0,La(Li0.76Mg0.08)O2,4,La4.0Li3.04Mg0.32O8.0,7.27e-10,,,P21/c,14,5.875,6.212,5.849,90.0,102.451,90.0,Lanthanumlithiumoxide,10.1016/j.ssi.2015.09.001,1,D2 - 36,done,239280-ICSD,,,,,239280.0,36.0,,test,7.27e-10,False,,7.27e-10,7.27e-10,7.27e-10,-9.138465589140962,-9.138465589140962,-9.138465589140962
ard,LiTa2PO8,8,Li8.0Ta16.0P8.0O64.0,0.0016,,,C2/c,15,9.715454,11.5358,10.69708,90.0,90.0355,90.0,oxides,10.1039/c8ta09170f,1,D2 - 44,done,267438-ICSD,,,,,267438.0,44.0,774.0,test,0.0016,False,,0.0016,0.0016,0.0016,-2.795880017344075,-2.795880017344075,-2.795880017344075
ku9,Li0.4Na0.1La0.5Nb2O6,1,Li0.4Na0.1La0.5Nb2.0O6.0,9.92e-06,,,Pmmm,47,3.903,3.904,7.854,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180629-ICSD,,partial occupancy corrected,,,180629.0,60.0,,test,9.92e-06,False,,9.92e-06,9.92e-06,9.92e-06,-5.0034883278458215,-5.0034883278458215,-5.0034883278458215
9n0,Li0.3Na0.2La0.5Nb2O6,1,Li0.3Na0.2La0.5Nb2.0O6.0,1.11e-05,,,Pmmm,47,3.906,3.907,7.852,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180630-ICSD,,partial occupancy corrected,,,180630.0,60.0,,test,1.11e-05,False,,1.11e-05,1.11e-05,1.11e-05,-4.954677021213342,-4.954677021213342,-4.954677021213342
ozo,Li0.2Na0.3La0.5Nb2O6,1,Li0.2Na0.3La0.5Nb2.0O6.0,1.18e-05,,,Pmmm,47,3.915,3.912,7.861,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180631-ICSD,,partial occupancy corrected,,,180631.0,60.0,,test,1.18e-05,False,,1.18e-05,1.18e-05,1.18e-05,-4.928117992693875,-4.928117992693875,-4.928117992693875
h5i,Li0.1Na0.4La0.5Nb2O6,1,Li0.1Na0.4La0.5Nb2.0O6.0,1.21e-05,,,P4/mmm,123,3.915,3.915,7.861,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180632-ICSD,,"partial occupancy corrected, changed symmetry to reflect actual higher symmetry",,,180632.0,60.0,,test,1.21e-05,False,,1.21e-05,1.21e-05,1.21e-05,-4.91721462968355,-4.91721462968355,-4.91721462968355
o9h,Li0.07Na0.43La0.5Nb2O6,1,Li0.07Na0.43La0.5Nb2.0O6.0,1.23e-05,,,Pmmm,47,3.923,3.9311,7.85,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180633-ICSD,,partial occupancy corrected,,,180633.0,60.0,,test,1.23e-05,False,,1.23e-05,1.23e-05,1.23e-05,-4.910094888560602,-4.910094888560602,-4.910094888560602
4xq,Li0.04Na0.46La0.5Nb2O6,1,Li0.04Na0.46La0.5Nb2.0O6.0,5.91e-06,,,Pmmm,47,3.918,3.923,7.86,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180634-ICSD,,partial occupancy corrected,,,180634.0,60.0,,test,5.91e-06,False,,5.91e-06,5.91e-06,5.91e-06,-5.228412519118745,-5.228412519118745,-5.228412519118745
0ii,Li0.02Na0.48La0.5Nb2O6,1,Li0.02Na0.48La0.5Nb2.0O6.0,3.99e-06,,,Pmmm,47,3.9167,3.9304,7.846,90.0,90.0,90.0,perovskites,10.1134/s002016851103006x,1,D2 - 60,done,180635-ICSD,,partial occupancy corrected,,,180635.0,60.0,,test,3.99e-06,False,,3.99e-06,3.99e-06,3.99e-06,-5.399027104313252,-5.399027104313252,-5.399027104313252
81x,(Ag0.33Li0.67)0.27La0.57TiO3,2,Ag0.18Li0.36La1.14Ti2.0O6.0,0.0001,,,Pmmm,47,3.881,3.868,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,0.0001,False,,0.0001,0.0001,0.0001,-4.0,-4.0,-4.0
5fj,(Ag0.5Li0.5)0.27La0.57TiO3,2,Ag0.27Li0.27La1.14Ti2.0O6.0,2.3e-05,,,Pmmm,47,3.881,3.868,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,2.3e-05,False,,2.3e-05,2.3e-05,2.3e-05,-4.638272163982407,-4.638272163982407,-4.638272163982407
0vd,(Ag0.67Li0.33)0.27La0.57TiO3,2,Ag0.36Li0.18La1.14Ti2.0O6.0,2e-07,,,Pmmm,47,3.882,3.867,7.791,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,2e-07,False,,2e-07,2e-07,2e-07,-6.698970004336019,-6.698970004336019,-6.698970004336019
2uv,Li4SnSe4,4,Li16.0Sn4.0Se16.0,2e-05,,,Pnma,62,14.931,8.2217,6.5989,90.0,90.0,90.0,Chalcogenidotetrelates,10.1021/cm400541n,1,D2 - 76,done,193768-ICSD,, ,,,193768.0,76.0,,test,2e-05,False,,2e-05,2e-05,2e-05,-4.698970004336019,-4.698970004336019,-4.698970004336019
2r7,Li3Cr(MoO4)3,4,Li12.0Cr4.0Mo12.0O48.0,3.19e-09,,,Pnma,62,5.0377,10.4091,17.6149,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,,,,Yes,10.1016/j.jssc.2009.09.012,247057.0,,810.0,test,3.19e-09,False,,3.19e-09,3.19e-09,3.19e-09,-8.496209316942819,-8.496209316942819,-8.496209316942819
b56,Li2Mg2(MoO4)3,4,Li8.0Mg8.0Mo12.0O48.0,<1E-10,,,Pnma,62,5.1167,10.4646,17.6228,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,appendix,,,,,170956.0,75.0,691.0,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
mfu,Li3Fe(MoO4)3,4,Li12.0Fe4.0Mo12.0O48.0,5.89e-10,,,Pnma,62,5.0697,10.4333,17.6317,90.0,90.0,90.0,molybdates,10.1039/b301189e,1,D1 - 691,done,,,,Yes,ICSD-16176,16176.0,,812.0,test,5.89e-10,False,,5.89e-10,5.89e-10,5.89e-10,-9.229884705212898,-9.229884705212898,-9.229884705212898
kmr,Li10Ge0.95Si0.05P2S12,2,Li20.0Ge1.9Si0.1P4.0S24.0,0.0086,,,P42/nmc ,137,8.7149,8.7149,12.599,90.0,90.0,90.0,thio-LISICON,10.1016/j.jpowsour.2014.07.159,1,D1 - 772,not available,,,,,,,,641.0,test,0.0086,False,,0.0086,0.0086,0.0086,-2.065501548756432,-2.065501548756432,-2.065501548756432
85t,La0.57Li0.29TiO3,8,La4.56Li2.32Ti8.0O24.0,0.0016,,,Cmmm ,65,7.737,7.742,7.785,90.0,90.0,90.0,perovskites,10.1016/j.jpowsour.2012.11.098,1,D1 - 22,not available,,,,,,,,15.0,test,0.0016,False,,0.0016,0.0016,0.0016,-2.795880017344075,-2.795880017344075,-2.795880017344075
i9a,Li2.5Zn0.25PS4,2,Li5.0Zn0.5P2.0S8.0,0.00084,,, I-4,82,5.836,5.836,8.829,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,not available,,,,,,,69.0,,test,0.00084,False,,0.00084,0.00084,0.00084,-3.0757207139381184,-3.0757207139381184,-3.0757207139381184
i47,LiZnPS4,2,Li2.0Zn2.0P2.0S8.0,5.4e-08,,, I-4,82,5.738,5.738,8.914,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,done,,,,Yes,10.1002/1521-3749(200208)628:8<1765::AID-ZAAC1765>3.0.CO;2-E,95785.0,69.0,,test,5.4e-08,False,,5.4e-08,5.4e-08,5.4e-08,-7.267606240177032,-7.267606240177032,-7.267606240177032
dco,Li2Zn0.5PS4,2,Li4.0Zn1.0P2.0S8.0,0.00013,,, I-4,82,5.795,5.795,8.834,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264462-ICSD,,,,,264462.0,69.0,,test,0.00013,False,,0.00013,0.00013,0.00013,-3.886056647693163,-3.886056647693163,-3.886056647693163
tqb,Li1.5Zn0.75PS4,2,Li3.0Zn1.5P2.0S8.0,1.65e-05,,, I-4,82,5.764,5.764,8.843,90.0,90.0,90.0,sulfides,10.1021/acs.chemmater.7b05108,1,D2 - 69,available,264463-ICSD,,,,,264463.0,69.0,,test,1.65e-05,False,,1.65e-05,1.65e-05,1.65e-05,-4.782516055786093,-4.782516055786093,-4.782516055786093
0lo,Li0.27La0.57TiO3,2,Li0.54La1.14Ti2.0O6.0,0.00034,,,P4/mmm,123,3.873,3.873,7.75,90.0,90.0,90.0,perovskites,10.1021/cm001207u,1,D2 - 61,not available,,,,,,,61.0,,test,0.00034,False,,0.00034,0.00034,0.00034,-3.4685210829577446,-3.4685210829577446,-3.4685210829577446
86o,La0.61Li0.18TiO3,2,La1.22Li0.36Ti2.0O6.0,0.000412,,,P4/mmm,123,3.8695,3.8695,7.778,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000412,False,,0.000412,0.000412,0.000412,-3.3851027839668655,-3.3851027839668655,-3.3851027839668655
2lu,La0.55Li0.36TiO3,2,La1.1Li0.72Ti2.0O6.0,0.000688,,,P4/mmm,123,3.868,3.868,7.751,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000688,False,,0.000688,0.000688,0.000688,-3.162411561764489,-3.162411561764489,-3.162411561764489
bd5,La0.54Li0.39TiO3,2,La1.08Li0.78Ti2.0O6.0,0.000651,,,P4/mmm,123,3.867,3.867,7.748,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000651,False,,0.000651,0.000651,0.000651,-3.186419011431808,-3.186419011431808,-3.186419011431808
ukw,La0.52Li0.45TiO3,2,La1.04Li0.9Ti2.0O6.0,0.000501,,,P4/mmm,123,3.8673,3.8673,7.739,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000501,False,,0.000501,0.000501,0.000501,-3.300162274132754,-3.300162274132754,-3.300162274132754
5h8,La0.58Li0.27TiO3,2,La1.16Li0.54Ti2.0O6.0,0.000599,,,P4/mmm,123,3.87,3.87,7.773,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,not available,,,,,,,97.0,,test,0.000599,False,,0.000599,0.000599,0.000599,-3.2225731776106885,-3.2225731776106885,-3.2225731776106885
vwy,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000668,,,P4/mmm,123,3.8675,3.8675,7.758,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00070-8,1,D2 - 97,done,,,,Yes,10.1006/jssc.1996.0385,82671.0,97.0,,test,0.000668,False,,0.000668,0.000668,0.000668,-3.175223537524454,-3.175223537524454,-3.175223537524454
2ha,La0.56Li0.33TiO3,2,La1.12Li0.66Ti2.0O6.0,0.000165,,,P4/mmm,123,3.89816,3.89816,7.8519,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2013.04.195,1,D2 - 98,not available,,,,,,,98.0,,test,0.000165,False,,0.000165,0.000165,0.000165,-3.7825160557860937,-3.7825160557860937,-3.7825160557860937
il5,Nd0.25Li0.25TaO3,2,Nd0.5Li0.5Ta2.0O6.0,1.31e-08,,,P4/mmm,123,3.872,3.872,7.73,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 615,not available,,,,,,,,615.0,test,1.31e-08,False,,1.31e-08,1.31e-08,1.31e-08,-7.882728704344236,-7.882728704344236,-7.882728704344236
r1m,Sm0.25Li0.25TaO3,2,Sm0.5Li0.5Ta2.0O6.0,4.32e-10,,,P4/mmm,123,3.859,3.859,7.71,90.0,90.0,90.0,perovskites,10.1016/s0167-2738(98)00414-7,1,D1 - 615,not available,,,,,,,,615.0,test,4.32e-10,False,,4.32e-10,4.32e-10,4.32e-10,-9.364516253185087,-9.364516253185087,-9.364516253185087
xq3,Li4Sr3Nb5.77Fe0.23O19.77,1,Li4.0Sr3.0Nb5.77Fe0.23O19.77,<1E-10,,,I4/mmm,139,3.9585,3.9585,25.915,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87823-ICSD,,partial occupancy incorrect,,,87823.0,115.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
wgw,Li4Sr3Nb6O20,1,Li4.0Sr3.0Nb6.0O20.0,<1E-10,,,I4/mmm,139,3.953,3.953,26.041,90.0,90.0,90.0,perovskites,10.1021/cm980736j,1,D2 - 115,done,87824-ICSD,,partial occupancy incorrect,,,87824.0,115.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
ipo,Li7La3Hf2O12,8,Li56.0La24.0Hf16.0O96.0,9.85e-07,,,I41/acd ,142,13.106,13.106,12.63,90.0,90.0,90.0,garnet,10.1016/j.jssc.2009.10.030,1,D2 - 118,done,174202-ICSD,,,,,174202.0,118.0,,test,9.85e-07,False,,9.85e-07,9.85e-07,9.85e-07,-6.006563769502388,-6.006563769502388,-6.006563769502388
bnu,LiGa0.5Al0.5GeO4,18,Li18.0Ga9.0Al9.0Ge18.0O72.0,<1E-10,,,R3,146,13.867,13.867,9.256,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257740-ICSD,,,,,257740.0,123.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
kxw,LiAlGeO4,18,Li18.0Al18.0Ge18.0O72.0,<1E-10,,,R3,146,13.772,13.772,9.195,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257741-ICSD,,,,,257741.0,123.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
um1,LiGaGeO4,18,Li18.0Ga18.0Ge18.0O72.0,<1E-10,,, R-3c,167,13.941,13.941,9.302,90.0,90.0,120.0,oxides,10.1149/2.1111610jes,1,D2 - 123,done,257739-ICSD,,,,,257739.0,123.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
l2w,Li3.333Mg0.333P2S6,1,Li3.33Mg0.33P2.0S6.0,8.2e-08,,,P-31m,162,6.0748,6.0748,6.5954,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95606-ICSD,,partial occupancy corrected,,,95606.0,126.0,,test,8.2e-08,False,,8.2e-08,8.2e-08,8.2e-08,-7.086186147616283,-7.086186147616283,-7.086186147616283
ob9,Li2.667Mg0.667P2S6,1,Li2.67Mg0.67P2.0S6.0,4e-06,,,P-31m,162,6.0831,6.0831,6.5863,90.0,90.0,120.0,thio-phosphate,10.1016/s0167-2738(02)00007-3,1,D2 - 126,done,95607-ICSD,,partial occupancy corrected,,,95607.0,126.0,,test,4e-06,False,,4e-06,4e-06,4e-06,-5.3979400086720375,-5.3979400086720375,-5.3979400086720375
ei3,Li3YCl6,3,Li9.0Y3.0Cl18.0,0.000539,,,P-3m1,164,11.2217,11.2217,6.05517,90.0,90.0,120.0,halides,10.1002/adma.201803075,1,D2 - 26,done,,,appendix: diffraction data available,Yes,10.1021/acs.chemmater.0c04352,29969.0,26.0,,test,0.000539,False,,0.000539,0.000539,0.000539,-3.2684112348132612,-3.2684112348132612,-3.2684112348132612
cmn,Li1.8Cr0.8Ti1.2(PO4)3,6,Li10.8Cr4.8Ti7.2P18.0O72.0,0.00024,,,R-3c,167,8.539,8.539,20.947,90.0,90.0,120.0,NASICON,10.1016/0167-2738(88)90291-3,1,D1 - 870,not available,,,,,,,,727.0,test,0.00024,False,,0.00024,0.00024,0.00024,-3.619788758288394,-3.619788758288394,-3.619788758288394
lc1,Li1.2Al1.1Ta0.9(PO4)3,6,Li7.2Al6.6Ta5.4P18.0O72.0,6.5e-07,,,R-3c,167,8.513,8.513,21.229,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,281.0,test,6.5e-07,False,,6.5e-07,6.5e-07,6.5e-07,-6.187086643357144,-6.187086643357144,-6.187086643357144
sxv,LiAlTa(PO4)3,6,Li6.0Al6.0Ta6.0P18.0O72.0,6.5e-07,,,R-3c,167,8.542,8.542,20.815,90.0,90.0,120.0,NASICON,10.1039/a807007e,1,D1 - 350,not available,,,,,,,,282.0,test,6.5e-07,False,,6.5e-07,6.5e-07,6.5e-07,-6.187086643357144,-6.187086643357144,-6.187086643357144
ux3,Li0.284Sm4.512Si3O12.91,2,Li0.57Sm9.02Si6.0O25.82,<1E-10,,,P63/m ,176,9.4601,9.4601,6.9113,90.0,90.0,120.0,silicates,10.1016/0167-2738(95)00240-5,1,D2 - 150,done,83279-ICSD,,,,,83279.0,150.0,,test,1e-10,True,<,1e-10,5e-11,,-10.0,-10.301029995663981,
br1,Li3AlN2,16,Li48.0Al16.0N32.0,5e-08,,,Ia-3,206,9.47,9.47,9.47,90.0,90.0,90.0,nitrides,10.1016/0167-2738(85)90106-7,1,D2 - 162,done,ICSD not the same paper,,,Yes,10.1002/zaac.19482570102,25565.0,162.0,,test,5e-08,False,,5e-08,5e-08,5e-08,-7.301029995663981,-7.301029995663981,-7.301029995663981
jy6,Li6PO5Cl,4,Li24.0P4.0O20.0Cl4.0,1e-09,,,F-43m,216,8.2234,8.2234,8.2234,90.0,90.0,90.0,argyrodites,10.1002/zaac.201000121,1,D2 - 173; D1 - 8,done,ICSD ,,,,,421479.0,173.0,6.0,test,1e-09,False,,1e-09,1e-09,1e-09,-9.0,-9.0,-9.0
24k,Li7Ge3PS12,4,Li28.0Ge12.0P4.0S48.0,0.00011,,,F-43m,216,9.80192,9.80192,9.80192,90.0,90.0,90.0,argyrodites,10.1016/j.jssc.2016.12.001,1,D2- 169; D1 - 488,done,ICSD ,,,,,258187.0,169.0,405.0,test,0.00011,False,,0.00011,0.00011,0.00011,-3.958607314841775,-3.958607314841775,-3.958607314841775
xnb,Li5PS4(BH4)2,4,Li20.0P4.0S16.0B8.0H32.0,0.0018,,,F-43m,216,10.01,10.01,10.01,90.0,90.0,90.0,argyrodites,10.1021/acsomega.8b00377,1,D1 - 583,not available,,,,,,,,583.0,test,0.0018,False,,0.0018,0.0018,0.0018,-2.744727494896694,-2.744727494896694,-2.744727494896694
mtr,Fe0.16La2.95Li5.68Zr2O12,8,Fe1.28La23.6Li45.44Zr16.0O96.0,0.000935,,,I-43d ,220,12.9783,12.9783,12.9783,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431391.0,180.0,,test,0.000935,False,,0.000935,0.000935,0.000935,-3.0291883891274822,-3.0291883891274822,-3.0291883891274822
s2v,Fe0.19La2.95Li5.57Zr2O12,8,Fe1.52La23.6Li44.56Zr16.0O96.0,0.00138,,,I-43d ,220,12.9769,12.9769,12.9769,90.0,90.0,90.0,garnet,10.1021/acs.chemmater.6b02516,1,D2 - 180,done,appendix; ICSD,,check the composition,,,431392.0,180.0,,test,0.00138,False,,0.00138,0.00138,0.00138,-2.8601209135987635,-2.8601209135987635,-2.8601209135987635
4p7,Li3ClO,1,Li3.0Cl1.0O1.0,0.025,,,Pm-3m,221,3.91,3.91,3.91,90.0,90.0,90.0,antiperovskite,10.1039/c3ta15087a,1,D2 - 181,done,,,,Yes,mp-985585,,181.0,,test,0.025,False,,0.025,0.025,0.025,-1.6020599913279623,-1.6020599913279623,-1.6020599913279623
lk8,(La0.55Li0.45)(Ti0.9Al0.1)O3,1,La0.55Li0.45Ti0.9Al0.1O3.0,0.00151,,,Pm-3m,221,3.8697,3.8697,3.8697,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254045.0,186.0,,test,0.00151,False,,0.00151,0.00151,0.00151,-2.8210230527068307,-2.8210230527068307,-2.8210230527068307
lud,(La0.6Li0.4)(Ti0.8Al0.2)O3,1,La0.6Li0.4Ti0.8Al0.2O3.0,0.000568,,,Pm-3m,221,3.8617,3.8617,3.8617,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254046.0,186.0,,test,0.000568,False,,0.000568,0.000568,0.000568,-3.245651664288981,-3.245651664288981,-3.245651664288981
vlm,(La0.65Li0.35)(Ti0.7Al0.3)O3,1,La0.65Li0.35Ti0.7Al0.3O3.0,0.000161,,,Pm-3m,221,3.8594,3.8594,3.8594,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254047.0,186.0,,test,0.000161,False,,0.000161,0.000161,0.000161,-3.7931741239681505,-3.7931741239681505,-3.7931741239681505
gwu,(La0.7Li0.3)(Ti0.6Al0.4)O3,1,La0.7Li0.3Ti0.6Al0.4O3.0,1.04e-07,,,Pm-3m,221,3.8472,3.8472,3.8472,90.0,90.0,90.0,perovskites,10.1016/j.jallcom.2017.05.278,1,D2 - 186,done,ICSD ,,,,,254048.0,186.0,,test,1.04e-07,False,,1.04e-07,1.04e-07,1.04e-07,-6.982966660701219,-6.982966660701219,-6.982966660701219
lcx,La0.6Sr0.06Li0.06TiO3,1,La0.6Sr0.06Li0.06Ti1.0O3.0,1.13e-05,,,Pm-3m,221,5.477,5.477,5.477,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,1.13e-05,False,,1.13e-05,1.13e-05,1.13e-05,-4.94692155651658,-4.94692155651658,-4.94692155651658
mam,La0.56Sr0.1Li0.1TiO3,1,La0.56Sr0.1Li0.1Ti1.0O3.0,1.37e-05,,,Pm-3m,221,5.481,5.481,5.481,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,,test,1.37e-05,False,,1.37e-05,1.37e-05,1.37e-05,-4.863279432843593,-4.863279432843593,-4.863279432843593
0jx,La0.51Sr0.15Li0.15TiO3,1,La0.51Sr0.15Li0.15Ti1.0O3.0,5.3e-05,,,Pm-3m,221,5.489,5.489,5.489,90.0,90.0,90.0,perovskites,10.1021/cm020609u,1,D2 - 193,not available,,,lattice parameter should be checked,,,,193.0,531.0,test,5.3e-05,False,,5.3e-05,5.3e-05,5.3e-05,-4.275724130399211,-4.275724130399211,-4.275724130399211
